Offset(P)            #Ptr   #Hnd Access Name
0x000000013ea0eb70      1      1 R--rw- \Device\HarddiskVolume1\Windows
0x000000013ea5dde0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea5f4d0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea5ff20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comdlg32.dll
0x000000013ea648a0      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SYSTEM
0x000000013ea64ae0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea69930      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000013ea6be00     16      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Defender\ko-KR\MsMpRes.dll.mui
0x000000013ea6daf0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\qmgr.dll
0x000000013ea81f20      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\shdocvw.dll
0x000000013ea858c0      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\wdi\LogFiles\WdiContextLog.etl.003
0x000000013ea8d410     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea92070      2      1 R--rwd \Device\HarddiskVolume1\
0x000000013ea97050      1      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000013ea9a8f0     33      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x000000013ea9aa20     33      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl
0x000000013ea9bdc0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea9c1c0      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\winevt\Logs\DebugChannel.etl
0x000000013ea9f4f0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ea9fe60     33      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0x000000013eaa3b70      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SOFTWARE
0x000000013eaa4050     33      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0x000000013eaabd60     16      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Purble Place.lnk
0x000000013eae69c0     21      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013eae9430     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Media Center.evtx
0x000000013eae9560      1      1 RW-rwd \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000013eaec930     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013eb76dc0      1      1 RW-rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc\BinData
0x000000013eb80070      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\korwbrkr.dll
0x000000013eb809b0      4      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\ImgFilters\HncJpeg10.flt
0x000000013eb80d10      1      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc
0x000000013eb98590      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\mscms.dll
0x000000013eb9bf20     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013eb9c850      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013eb9d070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\setupapi.dll.mui
0x000000013eb9d850     14      0 ------ \Device\HarddiskVolume1\Windows\System32\C_950.NLS
0x000000013eb9e5c0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\schedsvc.dll
0x000000013eb9e710      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013eba3f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\sud.dll.mui
0x000000013eba5f20      1      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc
0x000000013eba6b10     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013eba88e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013eba9c80     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sscore.dll
0x000000013ebaf2a0      4      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\VFS\WebDAV\libneon.dll
0x000000013ebaf920     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\unregmp2.exe.mui
0x000000013ebb0ae0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imageres.dll
0x000000013ebb1070     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netapi32.dll
0x000000013ebb14e0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netutils.dll
0x000000013ebb1630      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013ebb6450     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x000000013ebb9530      2      1 ------ \Device\Afd\Endpoint
0x000000013ebbaf20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\setupapi.dll.mui
0x000000013ebbb070      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskcomp.dll
0x000000013ebbe670      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comres.dll
0x000000013ebc0070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wkscli.dll
0x000000013ebc0920     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x000000013ebc0a70      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ktmw32.dll
0x000000013ebf1cb0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ebf1e00      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3a4-0
0x000000013ebf3790     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemsvc.dll
0x000000013ebf3f20     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HNCXML90.dll
0x000000013ec0e890     33      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000013ec13d20     33      0 RW-rwd \Device\HarddiskVolume1\$BitMap
0x000000013ec3a070     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ec3aa00      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin
0x000000013ec44350     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\netshell.dll.mui
0x000000013ec445f0      7      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\vm3dum.dll
0x000000013ec44dd0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806
0x000000013ec4bca0      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000013ec5b070     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfos.dll
0x000000013ec64070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\conhost.exe.mui
0x000000013ec67700      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ec67f20      1      1 RW-rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000013ec6f070      3      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000013ec71230     14      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\MWD2QEXM\2[1].png
0x000000013ec71380     15      0 R--rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\YQ0MYF3J\angular-file-upload-shim[2].js
0x000000013ec71c80      1      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\crypt32.dll.mui
0x000000013ec89b70     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ec8c270      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ws2_32.dll
0x000000013ec8cd00     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\normaliz.dll
0x000000013ec8e5b0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcrt.dll
0x000000013ec92340      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gdi32.dll
0x000000013ec92490     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sechost.dll
0x000000013ec94e40     11      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4bf5400abf9d60b7\mfc90u.dll
0x000000013ec972f0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ec9be30      8      0 R--r-- \Device\HarddiskVolume1\Windows\SysWOW64\ntdll.dll
0x000000013ec9ee80     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\smss.exe
0x000000013ecec7d0      1      1 ------ \Device\Mailslot\ProtectedPrefix\NetWorkService
0x000000013ecec920      1      1 ------ \Device\NamedPipe\ProtectedPrefix\NetWorkService
0x000000013ececa70      1      1 ------ \Device\Mailslot\ProtectedPrefix\LocalService
0x000000013ececbc0      1      1 ------ \Device\NamedPipe\ProtectedPrefix\LocalService
0x000000013ececdb0      1      1 R--rw- \Device\HarddiskVolume1\Windows
0x000000013ed4e5b0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ed4ede0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imagehlp.dll
0x000000013ed53d80     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dssenh.dll
0x000000013ed74550      1      1 ------ \Device\Mailslot\ProtectedPrefix\Administrators
0x000000013ed746a0      1      1 ------ \Device\NamedPipe\ProtectedPrefix\Administrators
0x000000013ed747f0      1      1 ------ \Device\Mailslot\ProtectedPrefix
0x000000013ed74940      1      1 ------ \Device\NamedPipe\ProtectedPrefix
0x000000013ed778f0      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000013ed78d00      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE
0x000000013ed7af20     29      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ed7e590      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE.LOG2
0x000000013ed7e6e0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM.LOG2
0x000000013ed80070      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD.LOG
0x000000013ed81050     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ed84490     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ed851e0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM
0x000000013ed85890      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD
0x000000013ed864b0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE.LOG1
0x000000013ed8d610      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM.LOG1
0x000000013ed98d70      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6
0x000000013edd3d50     28      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013edd7960      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013edd8960      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\user32.dll.mui
0x000000013eddef20     13      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ifsutil.dll
0x000000013ede1870      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ActionCenter.dll
0x000000013ede3200      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013ee098b0      1      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc
0x000000013ee1fbe0      3      0 RW-rwd \Device\HarddiskVolume1\$MftMirr
0x000000013ee26f20     26      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000013ee27f20     18      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000013ee2ce50     28      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee33900     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee33a70     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee33cf0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee36b00     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee3a8f0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee3bf20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\lsi_sas.sys
0x000000013ee3c8f0      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000013ee3ea50     19      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee3fa20      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000013ee41d10      2      1 RW-rw- \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000013ee47a20     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee49b00      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000013ee4af20      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000013ee4fa30      1      1 R--rw- \Device\HarddiskVolume1\Users\KAB\Desktop
0x000000013ee4fbd0      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000013ee4fdf0      1      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\shell32.dll.mui
0x000000013ee53b70      3      1 RW-r-- \Device\clfsTxfLog
0x000000013ee54f20      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee58b00      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000013ee598d0      2      1 RW-rw- \Device\clfsKtmLog
0x000000013ee59b20      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000013ee66870     29      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee66f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\System32\ntdll.dll
0x000000013ee77b60     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee78d20     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ee7dcc0      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ntshrui.dll
0x000000013ee7ea60      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\schannel.dll
0x000000013ee85e60     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013eed78d0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\mssmbios.sys
0x000000013ef20dc0     11      0 R--r-- \Device\HarddiskVolume1\Windows\System32\apisetschema.dll
0x000000013ef97770      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013efc1910     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\c016366b-7126-46ca-b36b-592a3d95a60b
0x000000013f14b510     16      0 RW---- \Device\HarddiskVolume1\Windows\AppCompat\Programs\RecentFileCache.bcf
0x000000013f14b6b0     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\api-ms-win-downlevel-advapi32-l2-1-0.dll
0x000000013f1617c0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f1a41b0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\stdole2.tlb
0x000000013f21b330     15      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x000000013f21bc10     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f21c070     15      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\Desktop.ini
0x000000013f21cca0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfplat.dll
0x000000013f21cf20     15      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x000000013f22a380     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msiltcfg.dll
0x000000013f22a4d0     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncBM90.dll
0x000000013f22a8a0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msi.dll
0x000000013f22bf20     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f22f8b0      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\sxs.dll
0x000000013f22fa00      5      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ieframe.dll
0x000000013f2b3c80     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\ko-KR\ndis.sys.mui
0x000000013f2b3dd0     12      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\advapi32.dll.mui
0x000000013f2b4800     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfproc.dll
0x000000013f306b80      4      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\mscorwks.dll
0x000000013f308300      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc
0x000000013f601170     15      0 R--rwd \Device\HarddiskVolume1뷐а￿ÿ
0x000000013f601f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f606310     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WFSR.dll
0x000000013f60bb10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f60e070     15      0 R--rwd \Device\HarddiskVolume1\winsxs\amd64_microsoft-win
0x000000013f60e350     11      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\calibri.ttf
0x000000013f61f850      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f620990     11      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\taskschd.dll
0x000000013f625f20      7      0 R--rwd \Device\HarddiskVolume1璐ɒ￿䧐α￿⦠ː￿
0x000000013f628070     16      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft Help\MS.POWERPNT.DEV.14.1042.hxn
0x000000013f62a900     10      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\StateData\RacDatabase.sdf
0x000000013f62d070      4      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\cmd.exe
0x000000013f637c70     14      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\moolbor.ttf
0x000000013f637f20     16      0 R--rwd \Device\HarddiskVolume1
0x000000013f646d70      3      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f653c40     16      0 R--rwd \Device\HarddiskVolume1\Windows\System32\dmdskres2.dll
0x000000013f6559e0     11      0 R--rwd \Device\HarddiskVolume1\Windows\System32\spfileq.dll
0x000000013f656070     13      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\majalla.ttf
0x000000013f65b1d0     16      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.001
0x000000013f65b960     16      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wscui.cpl
0x000000013f67c570     14      0 R--rwd \Device\HarddiskVolume1̂Ԅ瑎獆绘̮￿꯰е￿
0x000000013f67c830     10      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\segoeuiz.ttf
0x000000013f67cae0     11      0 R--rwd \Device\HarddiskVolume1뛱㕒扻솧ीƉ￿ȃ晐䭆
0x000000013f6bae60      1      1 ------ \Device\Afd䐰㎯婢￿Ā
0x000000013f74eba0      1      1 ------ \Device\Afd́̄浍浓㕀ヤ婢￿
0x000000013f75e550      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f75fd00      3      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f761070      3      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f7d8a20     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\2f57269b-1e09-4e2d-ab1e-b0fdac7d279c
0x000000013f7db990      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f7dfdd0      6      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\version.dll
0x000000013f7dff20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013f800910      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f802490      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f803c20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f805500      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8057b0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f806360      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f807490     13      0 R--rwd \Device\HarddiskVolume1\Windows\System32\syncui.dll
0x000000013f808760     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sdcpl.dll
0x000000013f80be60     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WinSCard.dll
0x000000013f80fe20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f810340      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\conhost.exe.mui
0x000000013f815070     16      0 R--rwd \Device\HarddiskVolume1\Windows\Resources\Ease of Access Themes\classic.theme
0x000000013f815290      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f816a50     16      0 R--rwd \Device\HarddiskVolume1
0x000000013f81a760      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f81cd10     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f820070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f824070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f826360      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f82ef20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f834c10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8359c0     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\StikyNot.exe
0x000000013f8389a0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f83ad10     14      0 R--rwd \Device\HarddiskVolume1鏠σ￿㭀к￿̂̃晐䭆ΰǮ￿ะЦ￿뱰ϛ￿吙螷䉚ୀǀ
0x000000013f83b5e0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f83b8e0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f83baf0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f83ebc0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f84d3f0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f84eac0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f84edd0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f84f760      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f84fac0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f851f20     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\scrrun.dll
0x000000013f85a660     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\xpsrchvw.exe
0x000000013f85a7b0     11      0 R--rwd \Device\HarddiskVolume1\Windows\System32\d3d10core.dll
0x000000013f85ab10     16      0 R--rwd \Device\HarddiskVolume1閐˖￿䜐ɛ￿Ăԅ䵃
0x000000013f85df20     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\AuthFWGP.dll
0x000000013f85e5b0      1      1 ------ \Device\Afd\Endpoint
0x000000013f85f070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f862f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8632b0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8663b0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f868070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f879390      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f87b800      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f87e440     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiApRes.dll
0x000000013f87f070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f87fbc0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f883360     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f884a90      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f885c90      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f88a070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8909a0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f89b350      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8a7ac0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8a8be0      9      0 R--rwd \Device\HarddiskVolume1疐΅￿Ⰰ˲￿쳳⦫è
0x000000013f8ae070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8b4910     15      0 R--rwd \Device\HarddiskVolume1纀͉￿
0x000000013f8b9790      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8c2a90      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8c3070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013f8cf4f0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
