Offset(P)            #Ptr   #Hnd Access Name
0x000000013d713f20     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\stobject.dll.mui
0x000000013d71eb00     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d71ef20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d71ff20      2      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000013d7203d0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\sndvolsso.dll.mui
0x000000013d721dd0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Syncreg.dll
0x000000013d723840     14      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\WindowsBase\cf293040f3a93afa1ea782487acae816\WindowsBase.ni.dll
0x000000013d723990      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d728e20      2      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\PresentationCore\2ad23de8284d4594aa658dfb5e667d97\PresentationCore.ni.dll
0x000000013d72acd0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d72c340     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netshell.dll
0x000000013d72c850     15      0 R--r-- \Device\HarddiskVolume1\Windows\SysWOW64\Macromed\Flash\mms.cfg
0x000000013d730070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d734140     11      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\ehSSO.dll
0x000000013d7342b0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d734550      4      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\PresentationFramewo#\bfaf8f86e69928fb2f67987c0203f603\PresentationFramework.ni.dll
0x000000013d7395e0     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\mlang.dll.mui
0x000000013d73a070      9      1 R--r-d \Device\HarddiskVolume1\Windows\assembly\GAC_32\mscorlib\2.0.0.0__b77a5c561934e089\sortkey.nlp
0x000000013d73a9b0      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin
0x000000013d7471a0     13      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\mscorjit.dll
0x000000013d747b30      9      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v3.0\WPF\wpfgfx_v0300.dll
0x000000013d747c80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d747dd0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PortableDeviceTypes.dll
0x000000013d747f20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AltTab.dll
0x000000013d748130      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d748f20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WPDShServiceObj.dll
0x000000013d749070      1      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000013d74a500     15      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\ko\mscorrc.dll
0x000000013d74a9d0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7569e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc
0x000000013d759890      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d75bdd0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe
0x000000013d75bf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d75c630     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tquery.dll
0x000000013d75e610     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnidui.dll
0x000000013d75e760      3      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d75ef20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssrch.dll
0x000000013d76b230     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d76b970     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msidle.dll
0x000000013d7715f0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d772810     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssprxy.dll
0x000000013d774670     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d77af20     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dinput8.dll
0x000000013d77baf0     32      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d77c1e0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\pnidui.dll.mui
0x000000013d782130      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\srchadmin.dll
0x000000013d782b20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscobj.dll
0x000000013d783410     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netip6.PNF
0x000000013d7854a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6
0x000000013d785d50     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\ESENT.dll.mui
0x000000013d7864d0     14      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\corbel.ttf
0x000000013d7885c0     15      0 R--r-- \Device\HarddiskVolume1\Windows\inf\nettcpip.PNF
0x000000013d788e20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netavpnt.PNF
0x000000013d78ab40      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wshtcpip.dll.mui
0x000000013d78b670      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d78c760     15      0 R--r-- \Device\HarddiskVolume1\PROGRA~2\MICROS~1\Office14\URLREDIR.DLL
0x000000013d78d2b0     14      1 R--r-d \Device\HarddiskVolume1\Windows\assembly\GAC_32\mscorlib\2.0.0.0__b77a5c561934e089\ksc.nlp
0x000000013d78f2a0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mprmsg.dll
0x000000013d78f3f0     12      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000013d78f610      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mprapi.dll
0x000000013d791cc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d795940     32      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d796310      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bthprops.cpl
0x000000013d796770     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netnb.PNF
0x000000013d796a10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d797580      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80
0x000000013d7976d0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013d7984a0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\eappprxy.dll
0x000000013d798f20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\onex.dll
0x000000013d7998e0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d799a30      9      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\Hwp\DocFilters\MsDocGroup.DFT
0x000000013d79c3e0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netman.dll
0x000000013d79d750      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d79f350      1      1 ------ \Device\Afd\Endpoint
0x000000013d79f720      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ieframe.dll
0x000000013d7a1370      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\svchost.exe.mui
0x000000013d7a25e0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cabinet.dll
0x000000013d7a2730      1      1 RW-rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000013d7a2b90      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6
0x000000013d7a4dd0     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netrast.PNF
0x000000013d7a4f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\rspndr.PNF
0x000000013d7a5410     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netsstpt.PNF
0x000000013d7a57c0     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netnwifi.PNF
0x000000013d7a7800      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d7a7d40     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netpacer.PNF
0x000000013d7aa240      2      1 R--rwd \Device\HarddiskVolume2\1
0x000000013d7aa4e0      1      1 RW-rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000013d7aa690      1      1 ------ \Device\Afd\Endpoint
0x000000013d7ab890      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7abb50      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d7abe90      3      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7ad070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7ad5b0      1      1 -W-rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\FXSAPIDebugLogFile.txt
0x000000013d7ae2c0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\QAGENT.DLL
0x000000013d7af070     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ndiscapCfg.dll
0x000000013d7af4e0     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\ndisuio.PNF
0x000000013d7af890     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\YQ0MYF3J\23[1].png
0x000000013d7af9e0     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\68T73U1O\20[1].png
0x000000013d7b0a00     12      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\wmpnetwk.exe
0x000000013d7b1690     14      0 R--r-- \Device\HarddiskVolume1\Windows\Prefetch\AgRobust.db
0x000000013d7b5f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d7b6f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\lltdio.PNF
0x000000013d7c03a0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSST.dll
0x000000013d7c4410     16      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HimTrayIcon.exe
0x000000013d7c4720      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d7c5da0      9      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Windows.Forms\3afcd5168c7a6cb02eab99d7fd71e102\System.Windows.Forms.ni.dll
0x000000013d7c61c0     17      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
0x000000013d7c6310     16      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x000000013d7c7070     16      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.001
0x000000013d7c72f0     17      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.wid
0x000000013d7cae90     17      1 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\ko-KR\wmpnetwk.exe.mui
0x000000013d7cc450      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\crypt32.dll.mui
0x000000013d7cd070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7d3780     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wwapi.dll
0x000000013d7d3ac0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WWanAPI.dll
0x000000013d7d4d10     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmdrmdev.dll
0x000000013d7d5700      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drmv2clt.dll
0x000000013d7d6d00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d7da190     12      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\cryptdll.dll
0x000000013d7e3490     13      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\dbghelp.dll
0x000000013d7e3720      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\setupapi.dll.mui
0x000000013d800a20     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\comres.dll.mui
0x000000013d800b70     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comres.dll
0x000000013d800d10     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\mycomput.dll.mui
0x000000013d801070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\sntsearch.dll.mui
0x000000013d8013d0      9      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncBL90.dll
0x000000013d801a50     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SyncCenter.dll
0x000000013d801ba0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mycomput.dll
0x000000013d802570     14      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Journal\ko-KR\Journal.exe.mui
0x000000013d8026c0     14      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Journal\Journal.exe
0x000000013d8035a0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msra.exe
0x000000013d803ae0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\odbcint.dll
0x000000013d804350     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdc.dll
0x000000013d8044a0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wsecedit.dll.mui
0x000000013d804810     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\authfwgp.dll.mui
0x000000013d804ac0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\MdSched.exe.mui
0x000000013d804d10     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\MdSched.exe
0x000000013d805070     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wdc.dll.mui
0x000000013d805750     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\pmcsnap.dll.mui
0x000000013d8059a0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pmcsnap.dll
0x000000013d8063e0     13      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wscisvif.dll
0x000000013d80fdd0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000013d80ff20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\gameux.dll.mui
0x000000013d811590     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\mprmsg.dll.mui
0x000000013d812070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013d812460      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdmaud.drv
0x000000013d812640      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d8156b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d816250      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x000000013d816b00      9      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll
0x000000013d817c80      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glibmm-2.4.dll
0x000000013d818aa0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\catroot2\edb.log
0x000000013d818f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9
0x000000013d819840      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d819ae0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d81a5f0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d81a740      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d81af20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d81d280      1      1 R--r-- \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\index165.dat
0x000000013d81d3d0     13      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\mscorlib\62a0b3e4b40ec0e8c5cfaa0c8848e64a\mscorlib.ni.dll
0x000000013d81d7c0     13      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\security.dll
0x000000013d81e070      3      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\mscoree.dll
0x000000013d820540      2      1 ------ \Device\NamedPipe\srvsvc
0x000000013d8209a0     11      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Defender\MpClient.dll
0x000000013d821810     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\DeviceCenter.dll.mui
0x000000013d821970      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d821b10     16      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x000000013d823440     10      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncLibeay8.dll
0x000000013d823cd0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x000000013d8295f0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d829a90     15      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncBL90.kor
0x000000013d829c70     15      0 R--rwd \Device\HarddiskVolume1\Users\Public\Documents\desktop.ini
0x000000013d840480      7      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_044aad0bab1eb146\mfc90u.dll
0x000000013d840930     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d840f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_044aad0bab1eb146
0x000000013d842d10      3      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000013d842f20     33      1 -W-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.24.gthr
0x000000013d843070     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d843540      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msctf.dll.mui
0x000000013d843f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_01c9581e60cbee58
0x000000013d844280     13      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d8444d0     14      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_01c9581e60cbee58\MFC90KOR.DLL
0x000000013d8494a0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\FXSRESM.dll.mui
0x000000013d84bce0     33      1 -W-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.24.Crwl
0x000000013d84c380      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d84cc80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d84cf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d84d300     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AudioEng.dll
0x000000013d84db80      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMToolsHook64.dll
0x000000013d852380     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msacm32.dll
0x000000013d853800     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\midimap.dll
0x000000013d853c80     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msacm32.drv
0x000000013d85a180      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d85a2d0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d85ac80      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AUDIOKSE.dll
0x000000013d85af20     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d861440     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\tquery.dll.mui
0x000000013d864410      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d8646b0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d864dd0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d865bb0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msconfig.exe
0x000000013d865d00     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncProcessObject.dll
0x000000013d866070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\recdisc.exe
0x000000013d8663a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806
0x000000013d866710     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msra.exe.mui
0x000000013d866cd0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\recdisc.exe.mui
0x000000013d866f20     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AuthFWGP.dll
0x000000013d867070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\sdcpl.dll.mui
0x000000013d867c70     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sdcpl.dll
0x000000013d873810     15      0 R--r-- \Device\HarddiskVolume1\Users\KAB\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015
0x000000013d873d10     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\cabinet.dll
0x000000013d881f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\SysWOW64
0x000000013d8831f0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d883490      1      1 R--rw- \Device\HarddiskVolume1\Windows
0x000000013d884270     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d8843c0     15      0 R--r-- \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\CONFIG\machine.config
0x000000013d8863f0     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netmscli.PNF
0x000000013d886690      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tcpipcfg.dll
0x000000013d886c70     16      0 R--r-- \Device\HarddiskVolume1\Windows\System32\mobsync.exe
0x000000013d886f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netrass.PNF
0x000000013d887360     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\wfplwf.PNF
0x000000013d887830     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netserv.PNF
0x000000013d890070     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d8915d0      7      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dwmapi.dll
0x000000013d891a00      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d891d40     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
